Model,Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
NaiveBayes,0.715,0.6545755362177172,0.715,0.6669701860634324,0.4271335200746965,0.6967391981985607
LogisticRegression,0.56,0.4083882641382642,0.56,0.4494031528863618,0.22403536414565828,0.5307198418552775
NearestNeighbor,0.75,0.6961924603174603,0.75,0.7068650094406059,0.5333660130718954,0.734583453671086
MLP_Baseline,0.815,0.7585054112554113,0.815,0.7779585199058883,0.5876464752567694,0.8037528076740915
