Model,Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
NaiveBayes,0.655,0.5619622259460969,0.655,0.5954697258582354,0.38450813075813073,0.6308407758702068
LogisticRegression,0.8,0.7304396112114165,0.8,0.7528076545357401,0.5675503663003664,0.786341385712018
NearestNeighbor,0.665,0.5952747414740701,0.665,0.6091266312200467,0.39130008880008876,0.6407185581275819
MLP_Baseline,0.745,0.682474393253805,0.745,0.6966390542535044,0.5046929459429459,0.7272171801014308
