Model,Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
NaiveBayes,0.665,0.5965630720017079,0.665,0.617666985891587,0.3819082633053221,0.6444326228865943
LogisticRegression,0.815,0.7732678571428572,0.815,0.786410311415786,0.5518604108309991,0.803588325297229
NearestNeighbor,0.68,0.6423354468599034,0.68,0.644633889290485,0.42936507936507934,0.6593577994267975
MLP_Baseline,0.815,0.7385220057720058,0.815,0.7684480727271229,0.553375933706816,0.8037333987329213
