Model,Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
NaiveBayes,0.805,0.714557117074532,0.805,0.7437080533581957,0.4631127450980392,0.7930281555256093
LogisticRegression,0.935,0.9121309523809523,0.935,0.9171632890673139,0.7791666666666666,0.9314002420434673
NearestNeighbor,0.815,0.7535917104481346,0.815,0.7711139703014702,0.5223611111111112,0.8041892669657688
MLP_Baseline,0.92,0.8974979391449445,0.92,0.9013674615215053,0.7464285714285714,0.9154688042679288
