Model,Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
NaiveBayes,0.8,0.7083713099765732,0.8,0.7382702577157354,0.4603349673202614,0.7876531485098176
LogisticRegression,0.935,0.9121309523809523,0.935,0.9171632890673139,0.7791666666666666,0.9314002420434673
NearestNeighbor,0.805,0.747982100838525,0.805,0.7613842694467692,0.5160119047619048,0.7936228742265131
MLP_Baseline,0.93,0.9028153594771243,0.93,0.9101325710108604,0.7666666666666666,0.9260533028821847
