Model,Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
NaiveBayes,0.775,0.6603227238447826,0.775,0.7045475908780671,0.47751970251970255,0.7591780376214735
LogisticRegression,0.845,0.7957662387899456,0.845,0.8063800570129825,0.652449494949495,0.834693075093165
NearestNeighbor,0.765,0.6716623217468805,0.765,0.7039098893881623,0.4997907647907648,0.7487088726066338
RandomForest,0.765,0.6391607142857143,0.765,0.6892131368750305,0.4527669552669553,0.7482556760456298
MLP_Baseline,0.835,0.7645195416142997,0.835,0.7902235081776677,0.6496717171717172,0.8236397571745551
