Model,Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
NaiveBayes,0.53,0.5008897060640334,0.53,0.49092771805691965,0.28657037815126046,0.4974846141098517
LogisticRegression,0.76,0.7313063725490195,0.76,0.7292706411235824,0.4470611577964519,0.744892536026626
NearestNeighbor,0.535,0.49140879812618943,0.535,0.4905647675408278,0.32031804388422036,0.5019187188041214
MLP_Baseline,0.775,0.7212714646464647,0.775,0.7349459024180386,0.479313141923436,0.7608881472333925
