Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
0.3532022828154724,0.4281387858488208,0.3532022828154724,0.35325239101571904,0.3954717324661832,0.3511040018911878
0.7158370323398858,0.7221398223649422,0.7158370323398858,0.7157524743637382,0.6906143733328002,0.714331480924102
0.4815313887127457,0.5090072064279095,0.4815313887127457,0.47722514757974227,0.4275410882976664,0.4787168221689936
0.7014109067850349,0.7067212164286626,0.7014109067850349,0.7009132740993618,0.6729119762569051,0.6998441139248291
