Accuracy,Precision,Recall,F1-Score,Balanced Acc,MCC
0.2689655172413793,0.2805446086480569,0.2689655172413793,0.254403891128029,0.2689655172413793,0.26676323523637324
0.4086206896551724,0.4092528735632184,0.4086206896551724,0.38389983579638753,0.4086206896551724,0.40685362264488756
0.20862068965517241,0.18000821018062396,0.20862068965517241,0.1761104891277305,0.20862068965517241,0.20628146948815718
0.32241379310344825,0.304688013136289,0.32241379310344825,0.29423097974822116,0.32241379310344825,0.3203196413498882
